"","siteID","yearID","tot_turnover","gain","loss","jaccard","SITE_TRANS","YEAR"
"150",7,8,0.238095238095238,0.0588235294117647,0.166666666666667,0.761904761904762,"AQUE_5",2007
"151",8,8,0.294117647058824,0.157894736842105,0.125,0.705882352941177,"AQUE_6",2007
"152",9,8,0.294117647058824,0.133333333333333,0.142857142857143,0.705882352941177,"BULL_1",2007
"153",10,8,0.333333333333333,0.117647058823529,0.2,0.666666666666667,"BULL_3",2007
"154",11,8,0.266666666666667,0.0769230769230769,0.176470588235294,0.733333333333333,"BULL_6",2007
"155",12,8,0.3,0.166666666666667,0.133333333333333,0.7,"GOLB_1",2007
"156",13,8,0.285714285714286,0.111111111111111,0.166666666666667,0.714285714285714,"GOLB_2",2007
"157",14,8,0.277777777777778,0.117647058823529,0.157894736842105,0.722222222222222,"IVEE_1",2007
"158",15,8,0.3125,0.105263157894737,0.210526315789474,0.6875,"IVEE_2",2007
"159",21,8,0.37037037037037,0.185185185185185,0.185185185185185,0.62962962962963,"MOHK_1",2007
"160",22,8,0.263157894736842,0.105263157894737,0.15,0.736842105263158,"MOHK_2",2007
"161",23,8,0.235294117647059,0.0833333333333333,0.15,0.764705882352941,"NAPL_1",2007
"162",24,8,0.210526315789474,0.05,0.157894736842105,0.789473684210526,"NAPL_2",2007
"163",25,8,0.25,0.0625,0.1875,0.75,"NAPL_3",2007
"164",26,8,0.333333333333333,0.0666666666666667,0.266666666666667,0.666666666666667,"NAPL_4",2007
"165",27,8,0.25,0.105263157894737,0.136363636363636,0.75,"NAPL_5",2007
"166",28,8,0.260869565217391,0.173913043478261,0.0869565217391304,0.739130434782609,"NAPL_6",2007
"167",29,8,0.285714285714286,0.0526315789473684,0.222222222222222,0.714285714285714,"NAPL_7",2007
"168",30,8,0.19047619047619,0.0952380952380952,0.0909090909090909,0.80952380952381,"NAPL_8",2007
"169",31,8,0.217391304347826,0.1,0.105263157894737,0.782608695652174,"SCDI_2",2007
"170",32,8,0.181818181818182,0.0833333333333333,0.0952380952380952,0.818181818181818,"SCDI_3",2007
"171",33,8,0.227272727272727,0.1,0.117647058823529,0.772727272727273,"SCTW_2",2007
"172",34,8,0.25,0.125,0.125,0.75,"SCTW_3",2007
"173",1,9,0.55,0.4,0.15,0.45,"ABUR_1",2008
"174",2,9,0.307692307692308,0.222222222222222,0.0909090909090909,0.692307692307692,"ABUR_2",2008
"175",3,9,0.529411764705882,0.352941176470588,0.176470588235294,0.470588235294118,"AQUE_1",2008
"176",4,9,0.277777777777778,0.227272727272727,0.0526315789473684,0.722222222222222,"AQUE_2",2008
"177",5,9,0.238095238095238,0.19047619047619,0.0476190476190476,0.761904761904762,"AQUE_3",2008
"178",6,9,0.28,0.111111111111111,0.166666666666667,0.72,"AQUE_4",2008
"179",7,9,0.235294117647059,0.166666666666667,0.0588235294117647,0.764705882352941,"AQUE_5",2008
"180",8,9,0.222222222222222,0.166666666666667,0.05,0.777777777777778,"AQUE_6",2008
"181",9,9,0.3125,0.1875,0.117647058823529,0.6875,"BULL_1",2008
"182",10,9,0.333333333333333,0.25,0.0666666666666667,0.666666666666667,"BULL_3",2008
"183",11,9,0.266666666666667,0.1875,0.0666666666666667,0.733333333333333,"BULL_6",2008
"184",12,9,0.238095238095238,0.15,0.0952380952380952,0.761904761904762,"GOLB_1",2008
"185",13,9,0.263157894736842,0.2,0.0555555555555556,0.736842105263158,"GOLB_2",2008
"186",14,9,0.25,0.1875,0.0555555555555556,0.75,"IVEE_1",2008
"187",15,9,0.25,0.166666666666667,0.0666666666666667,0.75,"IVEE_2",2008
"188",21,9,0.333333333333333,0.185185185185185,0.148148148148148,0.666666666666667,"MOHK_1",2008
"189",22,9,0.263157894736842,0.181818181818182,0.0869565217391304,0.736842105263158,"MOHK_2",2008
"190",23,9,0.227272727272727,0.117647058823529,0.105263157894737,0.772727272727273,"NAPL_1",2008
"191",24,9,0.176470588235294,0.111111111111111,0.0555555555555556,0.823529411764706,"NAPL_2",2008
"192",25,9,0.2,0.142857142857143,0.0526315789473684,0.8,"NAPL_3",2008
"193",26,9,0.25,0.153846153846154,0.0833333333333333,0.75,"NAPL_4",2008
"194",27,9,0.291666666666667,0.173913043478261,0.111111111111111,0.708333333333333,"NAPL_5",2008
"195",28,9,0.333333333333333,0.25,0.0769230769230769,0.666666666666667,"NAPL_6",2008
"196",29,9,0.31578947368421,0.227272727272727,0.0588235294117647,0.68421052631579,"NAPL_7",2008
"197",30,9,0.318181818181818,0.192307692307692,0.125,0.681818181818182,"NAPL_8",2008
"198",31,9,0.238095238095238,0.19047619047619,0.0434782608695652,0.761904761904762,"SCDI_2",2008
"199",32,9,0.2,0.105263157894737,0.0909090909090909,0.8,"SCDI_3",2008
"200",33,9,0.19047619047619,0.130434782608696,0.05,0.80952380952381,"SCTW_2",2008
"201",34,9,0.142857142857143,0.0952380952380952,0.0454545454545455,0.857142857142857,"SCTW_3",2008
"202",1,10,0.409090909090909,0.19047619047619,0.238095238095238,0.590909090909091,"ABUR_1",2009
"203",2,10,0.272727272727273,0.133333333333333,0.133333333333333,0.727272727272727,"ABUR_2",2009
"204",3,10,0.421052631578947,0.263157894736842,0.157894736842105,0.578947368421053,"AQUE_1",2009
"205",4,10,0.222222222222222,0.130434782608696,0.0952380952380952,0.777777777777778,"AQUE_2",2009
"206",5,10,0.217391304347826,0.130434782608696,0.0869565217391304,0.782608695652174,"AQUE_3",2009
"207",6,10,0.24,0.130434782608696,0.107142857142857,0.76,"AQUE_4",2009
"208",7,10,0.3,0.227272727272727,0.0526315789473684,0.7,"AQUE_5",2009
"209",8,10,0.272727272727273,0.217391304347826,0.0454545454545455,0.727272727272727,"AQUE_6",2009
"210",9,10,0.277777777777778,0.125,0.15,0.722222222222222,"BULL_1",2009
"211",10,10,0.294117647058824,0.136363636363636,0.15,0.705882352941177,"BULL_3",2009
"212",11,10,0.294117647058824,0.157894736842105,0.133333333333333,0.705882352941177,"BULL_6",2009
"213",12,10,0.318181818181818,0.157894736842105,0.15,0.681818181818182,"GOLB_1",2009
"214",13,10,0.2,0.117647058823529,0.0588235294117647,0.8,"GOLB_2",2009
"215",14,10,0.235294117647059,0.105263157894737,0.125,0.764705882352941,"IVEE_1",2009
"216",15,10,0.263157894736842,0.142857142857143,0.117647058823529,0.736842105263158,"IVEE_2",2009
"217",21,10,0.423076923076923,0.115384615384615,0.307692307692308,0.576923076923077,"MOHK_1",2009
"218",22,10,0.25,0.1,0.142857142857143,0.75,"MOHK_2",2009
"219",23,10,0.222222222222222,0.1,0.111111111111111,0.777777777777778,"NAPL_1",2009
"220",24,10,0.238095238095238,0.136363636363636,0.1,0.761904761904762,"NAPL_2",2009
"221",25,10,0.222222222222222,0.125,0.0769230769230769,0.777777777777778,"NAPL_3",2009
"222",26,10,0.266666666666667,0.142857142857143,0.1,0.733333333333333,"NAPL_4",2009
"223",27,10,0.210526315789474,0.130434782608696,0.0909090909090909,0.789473684210526,"NAPL_5",2009
"224",28,10,0.307692307692308,0.148148148148148,0.153846153846154,0.692307692307692,"NAPL_6",2009
"225",29,10,0.25,0.111111111111111,0.130434782608696,0.75,"NAPL_7",2009
"226",30,10,0.272727272727273,0.0909090909090909,0.173913043478261,0.727272727272727,"NAPL_8",2009
"227",31,10,0.25,0.214285714285714,0.0357142857142857,0.75,"SCDI_2",2009
"228",32,10,0.208333333333333,0.136363636363636,0.0476190476190476,0.791666666666667,"SCDI_3",2009
"229",33,10,0.25,0.130434782608696,0.12,0.75,"SCTW_2",2009
"230",34,10,0.125,0.0833333333333333,0.0416666666666667,0.875,"SCTW_3",2009
"231",1,11,0.454545454545455,0.272727272727273,0.227272727272727,0.545454545454545,"ABUR_1",2010
"232",2,11,0.384615384615385,0.25,0.125,0.615384615384615,"ABUR_2",2010
"233",3,11,0.631578947368421,0.157894736842105,0.473684210526316,0.368421052631579,"AQUE_1",2010
"234",4,11,0.318181818181818,0.181818181818182,0.130434782608696,0.681818181818182,"AQUE_2",2010
"235",5,11,0.28,0.178571428571429,0.0909090909090909,0.72,"AQUE_3",2010
"236",6,11,0.333333333333333,0.125,0.2,0.666666666666667,"AQUE_4",2010
"237",7,11,0.37037037037037,0.15,0.217391304347826,0.62962962962963,"AQUE_5",2010
"238",8,11,0.269230769230769,0.16,0.107142857142857,0.730769230769231,"AQUE_6",2010
"239",9,11,0.333333333333333,0.210526315789474,0.117647058823529,0.666666666666667,"BULL_1",2010
"240",10,11,0.352941176470588,0.166666666666667,0.176470588235294,0.647058823529412,"BULL_3",2010
"241",11,11,0.31578947368421,0.2,0.111111111111111,0.68421052631579,"BULL_6",2010
"242",12,11,0.363636363636364,0.181818181818182,0.181818181818182,0.636363636363636,"GOLB_1",2010
"243",13,11,0.25,0.125,0.111111111111111,0.75,"GOLB_2",2010
"244",14,11,0.285714285714286,0.142857142857143,0.136363636363636,0.714285714285714,"IVEE_1",2010
"245",15,11,0.31578947368421,0.217391304347826,0.0952380952380952,0.68421052631579,"IVEE_2",2010
"246",21,11,0.4,0.28,0.115384615384615,0.6,"MOHK_1",2010
"247",22,11,0.307692307692308,0.208333333333333,0.0909090909090909,0.692307692307692,"MOHK_2",2010
"248",23,11,0.304347826086957,0.217391304347826,0.0909090909090909,0.695652173913043,"NAPL_1",2010
"249",24,11,0.260869565217391,0.15,0.0952380952380952,0.739130434782609,"NAPL_2",2010
"250",25,11,0.333333333333333,0.25,0.0909090909090909,0.666666666666667,"NAPL_3",2010
"251",26,11,0.444444444444444,0.380952380952381,0.0526315789473684,0.555555555555556,"NAPL_4",2010
"252",27,11,0.272727272727273,0.130434782608696,0.136363636363636,0.727272727272727,"NAPL_5",2010
"253",28,11,0.357142857142857,0.153846153846154,0.2,0.642857142857143,"NAPL_6",2010
"254",29,11,0.333333333333333,0.260869565217391,0.0769230769230769,0.666666666666667,"NAPL_7",2010
"255",30,11,0.304347826086957,0.173163418290855,0.130434782608696,0.695652173913043,"NAPL_8",2010
"256",31,11,0.34375,0.133333333333333,0.2,0.65625,"SCDI_2",2010
"257",32,11,0.259259259259259,0.173913043478261,0.08,0.740740740740741,"SCDI_3",2010
"258",33,11,0.282857142857143,0.192307692307692,0.0869565217391304,0.717142857142857,"SCTW_2",2010
"259",34,11,0.192307692307692,0.16,0.0357142857142857,0.807692307692308,"SCTW_3",2010
"260",1,12,0.458333333333333,0.291666666666667,0.166666666666667,0.541666666666667,"ABUR_1",2011
"261",2,12,0.266666666666667,0.142857142857143,0.117647058823529,0.733333333333333,"ABUR_2",2011
"262",3,12,0.5,0.0909090909090909,0.363636363636364,0.5,"AQUE_1",2011
"263",4,12,0.307692307692308,0.15,0.153846153846154,0.692307692307692,"AQUE_2",2011
"264",5,12,0.217391304347826,0.08,0.130434782608696,0.782608695652174,"AQUE_3",2011
"265",6,12,0.263157894736842,0.15,0.115384615384615,0.736842105263158,"AQUE_4",2011
"266",7,12,0.25,0.105263157894737,0.142857142857143,0.75,"AQUE_5",2011
"267",8,12,0.230769230769231,0.08,0.153846153846154,0.769230769230769,"AQUE_6",2011
"268",9,12,0.25,0.1,0.157894736842105,0.75,"BULL_1",2011
"269",10,12,0.263157894736842,0.125,0.125,0.736842105263158,"BULL_3",2011
"270",11,12,0.294117647058824,0.111111111111111,0.176470588235294,0.705882352941177,"BULL_6",2011
"271",12,12,0.304347826086957,0.117647058823529,0.181818181818182,0.695652173913043,"GOLB_1",2011
"272",13,12,0.25,0.0952380952380952,0.15,0.75,"GOLB_2",2011
"273",14,12,0.277777777777778,0.111111111111111,0.166666666666667,0.722222222222222,"IVEE_1",2011
"274",15,12,0.318181818181818,0.217391304347826,0.0909090909090909,0.681818181818182,"IVEE_2",2011
"275",21,12,0.296296296296296,0.148148148148148,0.148148148148148,0.703703703703704,"MOHK_1",2011
"276",22,12,0.25,0.166666666666667,0.08,0.75,"MOHK_2",2011
"277",23,12,0.285714285714286,0.136363636363636,0.142857142857143,0.714285714285714,"NAPL_1",2011
"278",24,12,0.227272727272727,0.142857142857143,0.0833333333333333,0.772727272727273,"NAPL_2",2011
"279",25,12,0.2,0.111111111111111,0.0909090909090909,0.8,"NAPL_3",2011
"280",26,12,0.263157894736842,0.0526315789473684,0.2,0.736842105263158,"NAPL_4",2011
"281",27,12,0.227272727272727,0.136363636363636,0.0869565217391304,0.772727272727273,"NAPL_5",2011
"282",28,12,0.259259259259259,0.0909090909090909,0.153846153846154,0.740740740740741,"NAPL_6",2011
"283",29,12,0.208333333333333,0.067816091954023,0.130434782608696,0.791666666666667,"NAPL_7",2011
"284",30,12,0.181818181818182,0.0952380952380952,0.0869565217391304,0.818181818181818,"NAPL_8",2011
"285",31,12,0.222222222222222,0.0769230769230769,0.133333333333333,0.777777777777778,"SCDI_2",2011
"286",32,12,0.193548387096774,0.142857142857143,0.037037037037037,0.806451612903226,"SCDI_3",2011
"287",33,12,0.25,0.172413793103448,0.0769230769230769,0.75,"SCTW_2",2011
"288",34,12,0.225806451612903,0.137931034482759,0.0714285714285714,0.774193548387097,"SCTW_3",2011
"289",1,13,0.521739130434783,0.130434782608696,0.391304347826087,0.478260869565217,"ABUR_1",2012
"290",2,13,0.294117647058824,0.142857142857143,0.133333333333333,0.705882352941177,"ABUR_2",2012
"291",3,13,0.571428571428571,0.5,0.0714285714285714,0.428571428571429,"AQUE_1",2012
"292",4,13,0.208333333333333,0.0909090909090909,0.105263157894737,0.791666666666667,"AQUE_2",2012
"293",5,13,0.181818181818182,0.0833333333333333,0.0909090909090909,0.818181818181818,"AQUE_3",2012
"294",6,13,0.16,0.0833333333333333,0.0833333333333333,0.84,"AQUE_4",2012
"295",7,13,0.210526315789474,0.111111111111111,0.0952380952380952,0.789473684210526,"AQUE_5",2012
"296",8,13,0.269230769230769,0.12,0.148148148148148,0.730769230769231,"AQUE_6",2012
"297",9,13,0.25,0.117647058823529,0.125,0.75,"BULL_1",2012
"298",10,13,0.277777777777778,0.111111111111111,0.157894736842105,0.722222222222222,"BULL_3",2012
